Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Attribute4_1,Attribute5_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Attribute4_2,Attribute5_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Attribute4_3,Attribute5_3,Probability_3
Object626_4,Instance1,943,-13,120,204,127,0.29,Instance2,943,-43,120,774,912,0.61,Instance3,943,-45,120,443,871,0.1
Object627_4,Instance1,595,-21,100,826,234,0.48,Instance2,595,-40,100,485,836,0.19,Instance3,595,-4,100,234,440,0.33
Object628_4,Instance1,375,-10,190,673,299,0.24,Instance2,375,-6,190,137,419,0.74,Instance3,375,-24,190,757,209,0.02
Object629_4,Instance1,927,-5,150,345,800,0.07,Instance2,927,-17,150,755,570,0.33,Instance3,927,-14,150,484,572,0.6
Object630_4,Instance1,217,-41,50,584,749,0.29,Instance2,217,-26,50,243,630,0.41,Instance3,217,-2,50,213,656,0.3
Object631_4,Instance1,160,-37,60,628,265,0.63,Instance2,160,-38,60,846,894,0.21,Instance3,160,-48,60,906,642,0.15
Object632_4,Instance1,377,-49,180,565,30,0.09,Instance2,377,-15,180,199,668,0.1,Instance3,377,-46,180,359,596,0.81
Object633_4,Instance1,773,-32,40,34,389,0.99,Instance2,773,-19,40,8,171,0.0,Instance3,773,-19,40,817,840,0.01
Object634_4,Instance1,285,-11,170,557,51,0.55,Instance2,285,-7,170,957,654,0.42,Instance3,285,-46,170,924,884,0.02
Object635_4,Instance1,264,-32,120,15,941,0.02,Instance2,264,-14,120,406,494,0.13,Instance3,264,-13,120,694,871,0.85
Object636_4,Instance1,157,-8,70,83,200,0.79,Instance2,157,-24,70,313,605,0.11,Instance3,157,-16,70,71,487,0.1
Object637_4,Instance1,400,-12,20,542,924,0.04,Instance2,400,-40,20,52,758,0.55,Instance3,400,-5,20,362,975,0.41
Object638_4,Instance1,240,-30,110,859,804,0.75,Instance2,240,-17,110,694,606,0.07,Instance3,240,-29,110,675,27,0.18
Object639_4,Instance1,429,-14,50,201,261,0.98,Instance2,429,-20,50,97,137,0.01,Instance3,429,-23,50,9,178,0.01
Object640_4,Instance1,831,-21,50,717,72,0.73,Instance2,831,-2,50,391,4,0.02,Instance3,831,-9,50,205,742,0.26
Object641_4,Instance1,910,-28,160,500,542,0.03,Instance2,910,-44,160,636,360,0.59,Instance3,910,-43,160,44,30,0.38
Object642_4,Instance1,719,-45,80,898,764,0.46,Instance2,719,-28,80,417,92,0.51,Instance3,719,-23,80,238,283,0.03
Object643_4,Instance1,557,-27,70,896,505,0.35,Instance2,557,-30,70,122,54,0.33,Instance3,557,-47,70,392,592,0.32
Object644_4,Instance1,17,-12,20,817,833,0.48,Instance2,17,-30,20,561,492,0.46,Instance3,17,-41,20,716,310,0.06
Object645_4,Instance1,311,-28,190,442,153,0.88,Instance2,311,-41,190,4,614,0.0,Instance3,311,-35,190,123,661,0.12
Object646_4,Instance1,937,-46,110,97,251,0.05,Instance2,937,-21,110,593,624,0.86,Instance3,937,-50,110,414,220,0.1
Object647_4,Instance1,476,-20,20,435,455,0.38,Instance2,476,-41,20,367,530,0.26,Instance3,476,-2,20,493,146,0.36
Object648_4,Instance1,857,-1,30,875,310,0.72,Instance2,857,-20,30,238,922,0.28,Instance3,857,-17,30,578,951,0.0
Object649_4,Instance1,705,-34,10,976,198,0.61,Instance2,705,-4,10,444,202,0.2,Instance3,705,-25,10,174,427,0.19
Object650_4,Instance1,914,-31,20,744,60,0.99,Instance2,914,-44,20,150,234,0.01,Instance3,914,-38,20,266,658,0.0
Object651_4,Instance1,584,-28,20,577,977,0.91,Instance2,584,-46,20,483,783,0.08,Instance3,584,-40,20,562,656,0.01
Object652_4,Instance1,883,-33,170,618,956,0.88,Instance2,883,-35,170,792,523,0.08,Instance3,883,-11,170,851,883,0.05
Object653_4,Instance1,176,-11,60,464,92,0.81,Instance2,176,-48,60,599,931,0.18,Instance3,176,-23,60,148,607,0.01
Object654_4,Instance1,364,-35,10,600,710,0.63,Instance2,364,-20,10,337,955,0.21,Instance3,364,-43,10,603,449,0.16
Object655_4,Instance1,550,-50,80,989,534,0.26,Instance2,550,-42,80,23,507,0.17,Instance3,550,-7,80,858,813,0.57
Object656_4,Instance1,980,-7,180,229,204,0.69,Instance2,980,-15,180,859,113,0.23,Instance3,980,-5,180,127,512,0.08
Object657_4,Instance1,84,-6,100,188,80,0.96,Instance2,84,-24,100,15,25,0.02,Instance3,84,-1,100,493,740,0.02
Object658_4,Instance1,316,-8,110,772,742,0.76,Instance2,316,-32,110,928,255,0.06,Instance3,316,-11,110,628,967,0.18
Object659_4,Instance1,9,-13,170,605,323,0.33,Instance2,9,-13,170,562,398,0.14,Instance3,9,-21,170,399,533,0.53
Object660_4,Instance1,413,-19,150,907,690,0.15,Instance2,413,-25,150,559,438,0.05,Instance3,413,-28,150,822,304,0.8
Object661_4,Instance1,36,-30,100,968,329,0.81,Instance2,36,-39,100,680,454,0.12,Instance3,36,-41,100,151,879,0.07
Object662_4,Instance1,667,-19,70,298,680,0.01,Instance2,667,-6,70,690,335,0.1,Instance3,667,-18,70,186,151,0.88
Object663_4,Instance1,106,-6,110,401,46,0.36,Instance2,106,-25,110,673,871,0.29,Instance3,106,-37,110,120,981,0.36
Object664_4,Instance1,102,-37,110,295,64,0.24,Instance2,102,-34,110,317,111,0.39,Instance3,102,-12,110,618,761,0.37
Object665_4,Instance1,29,-26,20,27,255,0.26,Instance2,29,-2,20,138,5,0.67,Instance3,29,-26,20,147,949,0.07
Object666_4,Instance1,136,-33,190,228,495,0.65,Instance2,136,-33,190,729,11,0.17,Instance3,136,-18,190,848,708,0.18
Object667_4,Instance1,371,-45,190,567,120,0.33,Instance2,371,-29,190,349,834,0.22,Instance3,371,-17,190,419,147,0.45
Object668_4,Instance1,563,-41,10,209,288,0.2,Instance2,563,-13,10,903,482,0.5,Instance3,563,-33,10,49,658,0.3
Object669_4,Instance1,753,-15,10,694,859,0.7,Instance2,753,-6,10,754,200,0.28,Instance3,753,-48,10,396,520,0.02
Object670_4,Instance1,160,-42,200,616,876,0.01,Instance2,160,-14,200,15,868,0.68,Instance3,160,-36,200,892,738,0.31
Object671_4,Instance1,310,-49,190,537,134,0.81,Instance2,310,-22,190,199,901,0.17,Instance3,310,-28,190,992,759,0.02
Object672_4,Instance1,650,-12,40,41,684,0.19,Instance2,650,-8,40,479,529,0.19,Instance3,650,-41,40,220,846,0.62
Object673_4,Instance1,402,-48,130,72,628,0.34,Instance2,402,-38,130,829,579,0.27,Instance3,402,-19,130,147,440,0.38
Object674_4,Instance1,954,-30,160,264,842,0.78,Instance2,954,-33,160,377,50,0.17,Instance3,954,-48,160,739,756,0.04
Object675_4,Instance1,549,-16,120,810,29,0.57,Instance2,549,-11,120,359,250,0.32,Instance3,549,-46,120,878,764,0.11
Object676_4,Instance1,864,-47,20,76,111,0.07,Instance2,864,-14,20,737,637,0.5,Instance3,864,-42,20,618,48,0.43
Object677_4,Instance1,895,-49,30,849,750,0.77,Instance2,895,-7,30,667,11,0.12,Instance3,895,-20,30,234,652,0.11
Object678_4,Instance1,158,-4,60,741,712,1.0,Instance2,158,-38,60,639,927,0.0,Instance3,158,-3,60,726,659,0.0
Object679_4,Instance1,34,-2,190,336,518,0.97,Instance2,34,-29,190,430,607,0.0,Instance3,34,-16,190,871,285,0.03
Object680_4,Instance1,676,-17,160,363,960,0.02,Instance2,676,-38,160,547,337,0.84,Instance3,676,-31,160,532,589,0.14
Object681_4,Instance1,481,-33,30,634,426,0.98,Instance2,481,-22,30,897,647,0.01,Instance3,481,-39,30,940,953,0.01
Object682_4,Instance1,911,-33,170,370,495,0.97,Instance2,911,-37,170,417,464,0.01,Instance3,911,-46,170,510,127,0.02
Object683_4,Instance1,926,-33,60,844,109,0.11,Instance2,926,-19,60,254,923,0.61,Instance3,926,-44,60,978,72,0.28
Object684_4,Instance1,312,-15,130,6,766,0.04,Instance2,312,-17,130,542,923,0.07,Instance3,312,-28,130,969,39,0.89
Object685_4,Instance1,928,-43,150,494,448,0.03,Instance2,928,-36,150,250,622,0.92,Instance3,928,-24,150,2,233,0.05
Object686_4,Instance1,237,-28,80,469,225,0.75,Instance2,237,-5,80,522,18,0.17,Instance3,237,-31,80,155,203,0.08
Object687_4,Instance1,113,-14,160,679,257,0.39,Instance2,113,-10,160,177,758,0.13,Instance3,113,-33,160,617,18,0.48
Object688_4,Instance1,383,-4,70,336,803,0.18,Instance2,383,-12,70,529,11,0.81,Instance3,383,-23,70,226,988,0.01
Object689_4,Instance1,899,-47,80,672,74,0.07,Instance2,899,-24,80,642,52,0.26,Instance3,899,-2,80,416,376,0.67
Object690_4,Instance1,680,-35,150,676,836,0.48,Instance2,680,-1,150,558,966,0.38,Instance3,680,-26,150,868,280,0.14
Object691_4,Instance1,47,-23,110,737,524,0.96,Instance2,47,-24,110,644,234,0.02,Instance3,47,-9,110,727,159,0.02
Object692_4,Instance1,685,-15,190,254,598,0.54,Instance2,685,-6,190,266,229,0.0,Instance3,685,-4,190,575,853,0.46
Object693_4,Instance1,233,-3,110,0,626,0.75,Instance2,233,-38,110,511,904,0.12,Instance3,233,-2,110,128,961,0.13
Object694_4,Instance1,47,-9,30,610,847,0.08,Instance2,47,-7,30,352,875,0.42,Instance3,47,-17,30,708,129,0.5
Object695_4,Instance1,32,-20,170,8,181,0.43,Instance2,32,-31,170,165,583,0.56,Instance3,32,-32,170,546,556,0.01
Object696_4,Instance1,978,-42,120,953,494,0.82,Instance2,978,-38,120,685,308,0.16,Instance3,978,-21,120,540,254,0.02
Object697_4,Instance1,178,-36,90,523,454,0.01,Instance2,178,-31,90,471,867,0.15,Instance3,178,-22,90,544,37,0.85
Object698_4,Instance1,348,-32,30,109,457,0.9,Instance2,348,-27,30,181,418,0.03,Instance3,348,-46,30,717,844,0.07
Object699_4,Instance1,435,-28,110,682,182,0.1,Instance2,435,-39,110,471,870,0.54,Instance3,435,-43,110,455,989,0.36
Object700_4,Instance1,826,-30,150,514,304,0.46,Instance2,826,-7,150,893,548,0.5,Instance3,826,-17,150,836,533,0.04
Object701_4,Instance1,278,-15,180,266,237,0.76,Instance2,278,-46,180,654,102,0.12,Instance3,278,-20,180,450,237,0.12
Object702_4,Instance1,637,-10,200,479,727,0.85,Instance2,637,-27,200,207,381,0.06,Instance3,637,-5,200,740,990,0.1
Object703_4,Instance1,669,-11,190,643,629,0.65,Instance2,669,-43,190,599,778,0.14,Instance3,669,-20,190,47,817,0.21
Object704_4,Instance1,57,-16,50,636,176,0.85,Instance2,57,-15,50,530,766,0.13,Instance3,57,-30,50,393,638,0.02
Object705_4,Instance1,584,-34,80,878,579,0.52,Instance2,584,-48,80,822,72,0.34,Instance3,584,-21,80,919,582,0.14
Object706_4,Instance1,21,-38,50,181,918,0.52,Instance2,21,-44,50,970,677,0.35,Instance3,21,-29,50,973,171,0.12
Object707_4,Instance1,383,-44,30,878,403,0.8,Instance2,383,-2,30,177,330,0.04,Instance3,383,-48,30,249,5,0.16
Object708_4,Instance1,530,-20,110,999,391,0.46,Instance2,530,-32,110,223,548,0.12,Instance3,530,-50,110,610,424,0.42
Object709_4,Instance1,559,-17,190,949,905,0.23,Instance2,559,-24,190,156,171,0.13,Instance3,559,-1,190,379,925,0.64
Object710_4,Instance1,14,-15,190,957,92,0.92,Instance2,14,-22,190,210,935,0.01,Instance3,14,-50,190,135,984,0.07
Object711_4,Instance1,128,-48,140,939,785,0.52,Instance2,128,-12,140,347,338,0.07,Instance3,128,-1,140,73,962,0.41
Object712_4,Instance1,275,-2,190,164,525,0.56,Instance2,275,-40,190,216,432,0.25,Instance3,275,-40,190,414,125,0.18
Object713_4,Instance1,757,-12,200,734,765,0.25,Instance2,757,-46,200,973,430,0.6,Instance3,757,-46,200,367,261,0.16
Object714_4,Instance1,458,-22,50,479,271,0.88,Instance2,458,-45,50,543,778,0.11,Instance3,458,-12,50,858,849,0.01
Object715_4,Instance1,892,-15,10,395,885,0.15,Instance2,892,-37,10,867,578,0.1,Instance3,892,-41,10,967,54,0.75
Object716_4,Instance1,761,-38,120,305,957,0.12,Instance2,761,-36,120,939,30,0.42,Instance3,761,-17,120,456,75,0.46
Object717_4,Instance1,541,-21,80,614,911,0.79,Instance2,541,-49,80,267,470,0.19,Instance3,541,-11,80,514,710,0.02
Object718_4,Instance1,367,-23,90,903,935,0.09,Instance2,367,-19,90,348,120,0.79,Instance3,367,-18,90,579,537,0.12
Object719_4,Instance1,531,-47,80,696,696,0.79,Instance2,531,-3,80,900,196,0.05,Instance3,531,-29,80,458,251,0.17
Object720_4,Instance1,901,-18,190,547,842,0.08,Instance2,901,-28,190,189,505,0.45,Instance3,901,-47,190,797,616,0.47
Object721_4,Instance1,576,-20,100,880,986,0.59,Instance2,576,-15,100,390,325,0.25,Instance3,576,-30,100,230,144,0.15
Object722_4,Instance1,952,-24,60,788,31,0.44,Instance2,952,-49,60,238,388,0.01,Instance3,952,-31,60,513,338,0.56
Object723_4,Instance1,358,-9,190,41,235,0.8,Instance2,358,-5,190,65,196,0.06,Instance3,358,-28,190,228,931,0.14
Object724_4,Instance1,733,-32,190,414,725,0.51,Instance2,733,-27,190,876,455,0.38,Instance3,733,-37,190,970,619,0.11
Object725_4,Instance1,39,-33,10,367,667,0.94,Instance2,39,-34,10,680,76,0.01,Instance3,39,-24,10,397,360,0.04
Object726_4,Instance1,296,-3,160,504,938,0.46,Instance2,296,-32,160,360,326,0.21,Instance3,296,-48,160,803,360,0.33
Object727_4,Instance1,245,-23,180,816,7,0.06,Instance2,245,-42,180,881,911,0.89,Instance3,245,-45,180,553,605,0.05
Object728_4,Instance1,205,-40,200,546,37,0.08,Instance2,205,-46,200,325,737,0.48,Instance3,205,-20,200,830,976,0.44
Object729_4,Instance1,9,-33,170,273,635,0.42,Instance2,9,-38,170,145,775,0.11,Instance3,9,-23,170,983,135,0.48
Object730_4,Instance1,688,-9,180,324,862,0.72,Instance2,688,-3,180,110,805,0.0,Instance3,688,-9,180,243,389,0.27
Object731_4,Instance1,658,-1,190,309,962,0.26,Instance2,658,-38,190,615,651,0.42,Instance3,658,-3,190,589,748,0.32
Object732_4,Instance1,166,-39,100,760,882,0.64,Instance2,166,-18,100,18,949,0.04,Instance3,166,-2,100,159,389,0.33
Object733_4,Instance1,330,-46,140,577,486,0.88,Instance2,330,-27,140,426,346,0.12,Instance3,330,-20,140,745,587,0.01
Object734_4,Instance1,407,-11,180,644,503,0.91,Instance2,407,-5,180,683,421,0.05,Instance3,407,-7,180,131,431,0.04
Object735_4,Instance1,120,-39,50,404,473,0.82,Instance2,120,-31,50,610,696,0.07,Instance3,120,-44,50,428,550,0.11
Object736_4,Instance1,561,-28,60,921,981,0.65,Instance2,561,-35,60,903,875,0.27,Instance3,561,-5,60,518,324,0.08
Object737_4,Instance1,825,-18,60,524,463,0.43,Instance2,825,-50,60,146,219,0.1,Instance3,825,-35,60,489,332,0.47
Object738_4,Instance1,806,-29,30,16,462,0.84,Instance2,806,-35,30,804,274,0.01,Instance3,806,-20,30,791,453,0.15
Object739_4,Instance1,533,-9,110,325,966,0.37,Instance2,533,-2,110,993,55,0.26,Instance3,533,-21,110,734,702,0.37
Object740_4,Instance1,968,-5,30,358,382,0.87,Instance2,968,-36,30,292,115,0.04,Instance3,968,-10,30,696,148,0.09
Object741_4,Instance1,860,-17,110,681,21,0.97,Instance2,860,-22,110,527,918,0.02,Instance3,860,-17,110,745,356,0.01
Object742_4,Instance1,607,-25,170,488,35,0.58,Instance2,607,-37,170,226,703,0.1,Instance3,607,-17,170,757,13,0.32
Object743_4,Instance1,896,-18,60,578,142,0.26,Instance2,896,-18,60,874,208,0.09,Instance3,896,-6,60,344,693,0.65
Object744_4,Instance1,603,-17,170,625,521,0.73,Instance2,603,-36,170,960,411,0.17,Instance3,603,-18,170,395,699,0.1
Object745_4,Instance1,202,-31,140,279,737,0.81,Instance2,202,-45,140,634,108,0.08,Instance3,202,-8,140,27,629,0.1
Object746_4,Instance1,397,-29,100,460,756,0.11,Instance2,397,-13,100,481,876,0.51,Instance3,397,-35,100,707,913,0.38
Object747_4,Instance1,448,-29,100,339,201,0.85,Instance2,448,-33,100,32,129,0.09,Instance3,448,-26,100,825,930,0.06
Object748_4,Instance1,704,-3,20,713,59,0.84,Instance2,704,-44,20,919,279,0.02,Instance3,704,-23,20,716,640,0.14
Object749_4,Instance1,518,-6,90,312,427,0.3,Instance2,518,-9,90,899,666,0.12,Instance3,518,-13,90,180,992,0.58
Object750_4,Instance1,341,-28,40,375,777,0.87,Instance2,341,-30,40,702,435,0.11,Instance3,341,-6,40,935,231,0.02
Object751_4,Instance1,334,-48,160,947,876,0.84,Instance2,334,-7,160,690,737,0.06,Instance3,334,-6,160,496,944,0.1
Object752_4,Instance1,785,-24,190,547,533,0.57,Instance2,785,-38,190,63,67,0.06,Instance3,785,-38,190,140,470,0.36
Object753_4,Instance1,252,-17,200,321,789,0.84,Instance2,252,-35,200,997,559,0.04,Instance3,252,-44,200,237,461,0.12
Object754_4,Instance1,240,-42,30,968,365,0.45,Instance2,240,-17,30,361,784,0.12,Instance3,240,-47,30,797,598,0.43
Object755_4,Instance1,942,-4,170,963,122,0.36,Instance2,942,-41,170,677,925,0.15,Instance3,942,-1,170,108,286,0.49
Object756_4,Instance1,48,-36,200,351,857,0.14,Instance2,48,-38,200,741,276,0.75,Instance3,48,-5,200,673,356,0.11
Object757_4,Instance1,871,-19,190,308,36,0.28,Instance2,871,-38,190,455,718,0.59,Instance3,871,-8,190,893,726,0.13
Object758_4,Instance1,438,-10,10,132,70,0.94,Instance2,438,-15,10,456,638,0.03,Instance3,438,-10,10,829,705,0.04
Object759_4,Instance1,587,-29,10,222,126,0.04,Instance2,587,-26,10,822,640,0.03,Instance3,587,-8,10,755,263,0.93
Object760_4,Instance1,709,-18,170,205,343,0.36,Instance2,709,-30,170,743,135,0.26,Instance3,709,-7,170,554,814,0.38
Object761_4,Instance1,168,-19,180,454,971,0.8,Instance2,168,-5,180,49,224,0.02,Instance3,168,-31,180,749,163,0.17
Object762_4,Instance1,527,-30,190,300,784,0.47,Instance2,527,-21,190,93,755,0.48,Instance3,527,-47,190,1000,91,0.05
Object763_4,Instance1,103,-32,60,386,249,0.11,Instance2,103,-13,60,574,349,0.5,Instance3,103,-19,60,463,134,0.38
Object764_4,Instance1,833,-8,40,800,758,0.83,Instance2,833,-49,40,201,191,0.1,Instance3,833,-49,40,547,46,0.07
Object765_4,Instance1,654,-28,120,329,880,0.55,Instance2,654,-3,120,980,351,0.37,Instance3,654,-1,120,317,276,0.09
Object766_4,Instance1,135,-30,120,58,85,0.64,Instance2,135,-43,120,561,518,0.34,Instance3,135,-34,120,13,430,0.01
Object767_4,Instance1,766,-10,200,939,878,0.66,Instance2,766,-49,200,670,447,0.18,Instance3,766,-3,200,854,592,0.16
Object768_4,Instance1,586,-2,110,213,862,0.31,Instance2,586,-46,110,387,308,0.42,Instance3,586,-40,110,592,288,0.27
Object769_4,Instance1,950,-3,70,135,358,0.53,Instance2,950,-1,70,336,995,0.06,Instance3,950,-42,70,939,556,0.41
Object770_4,Instance1,891,-36,180,54,427,0.69,Instance2,891,-17,180,432,126,0.18,Instance3,891,-48,180,767,947,0.13
Object771_4,Instance1,337,-36,180,858,573,0.65,Instance2,337,-28,180,344,990,0.3,Instance3,337,-10,180,27,332,0.05
Object772_4,Instance1,285,-39,80,997,849,0.25,Instance2,285,-47,80,66,669,0.29,Instance3,285,-6,80,848,639,0.46
Object773_4,Instance1,940,-44,40,307,223,0.09,Instance2,940,-18,40,46,503,0.47,Instance3,940,-9,40,83,98,0.44
Object774_4,Instance1,170,-6,30,127,330,0.17,Instance2,170,-41,30,685,268,0.63,Instance3,170,-3,30,404,700,0.2
Object775_4,Instance1,375,-44,160,320,322,0.98,Instance2,375,-39,160,353,893,0.01,Instance3,375,-39,160,82,400,0.0
Object776_4,Instance1,499,-41,20,19,426,0.51,Instance2,499,-49,20,878,322,0.27,Instance3,499,-6,20,704,468,0.22
Object777_4,Instance1,522,-17,150,360,21,0.2,Instance2,522,-20,150,796,14,0.64,Instance3,522,-18,150,405,223,0.16
Object778_4,Instance1,867,-13,140,178,397,0.46,Instance2,867,-45,140,162,241,0.29,Instance3,867,-49,140,602,334,0.25
Object779_4,Instance1,890,-36,10,83,226,0.09,Instance2,890,-8,10,293,57,0.51,Instance3,890,-31,10,343,905,0.4
Object780_4,Instance1,511,-50,170,970,824,0.5,Instance2,511,-29,170,655,766,0.21,Instance3,511,-44,170,989,184,0.29
Object781_4,Instance1,680,-16,110,60,109,0.54,Instance2,680,-50,110,720,169,0.21,Instance3,680,-8,110,610,474,0.25
Object782_4,Instance1,837,-13,200,833,639,0.69,Instance2,837,-21,200,20,845,0.13,Instance3,837,-34,200,994,417,0.17
Object783_4,Instance1,813,-22,200,789,22,0.95,Instance2,813,-11,200,1,41,0.04,Instance3,813,-4,200,152,718,0.01
Object784_4,Instance1,47,-13,170,715,745,0.84,Instance2,47,-19,170,937,335,0.08,Instance3,47,-45,170,202,808,0.08
Object785_4,Instance1,299,-11,20,16,955,0.54,Instance2,299,-26,20,91,524,0.32,Instance3,299,-41,20,990,790,0.14
Object786_4,Instance1,96,-30,130,468,174,0.51,Instance2,96,-32,130,649,675,0.32,Instance3,96,-34,130,543,511,0.17
Object787_4,Instance1,695,-6,30,912,123,0.98,Instance2,695,-19,30,113,752,0.01,Instance3,695,-29,30,429,89,0.01
Object788_4,Instance1,246,-31,30,575,875,0.44,Instance2,246,-8,30,455,630,0.06,Instance3,246,-31,30,656,841,0.5
Object789_4,Instance1,11,-45,190,783,769,0.4,Instance2,11,-30,190,703,569,0.08,Instance3,11,-20,190,816,714,0.52
Object790_4,Instance1,936,-46,30,589,472,0.65,Instance2,936,-37,30,850,771,0.23,Instance3,936,-1,30,67,278,0.12
Object791_4,Instance1,799,-43,130,434,288,0.78,Instance2,799,-46,130,563,99,0.07,Instance3,799,-5,130,220,991,0.15
Object792_4,Instance1,229,-2,100,232,781,0.73,Instance2,229,-11,100,293,445,0.06,Instance3,229,-7,100,606,580,0.21
Object793_4,Instance1,721,-50,110,629,396,0.15,Instance2,721,-19,110,343,396,0.7,Instance3,721,-41,110,497,57,0.14
Object794_4,Instance1,852,-47,30,143,578,0.45,Instance2,852,-45,30,737,637,0.09,Instance3,852,-25,30,388,258,0.46
Object795_4,Instance1,385,-44,30,149,318,0.8,Instance2,385,-31,30,406,178,0.01,Instance3,385,-18,30,914,291,0.19
Object796_4,Instance1,935,-27,130,748,396,0.72,Instance2,935,-49,130,444,677,0.2,Instance3,935,-20,130,351,190,0.08
Object797_4,Instance1,1000,-16,160,486,564,0.74,Instance2,1000,-13,160,902,847,0.09,Instance3,1000,-42,160,937,630,0.17
Object798_4,Instance1,282,-46,70,187,971,0.47,Instance2,282,-39,70,285,417,0.3,Instance3,282,-16,70,785,512,0.24
Object799_4,Instance1,918,-3,200,658,993,0.81,Instance2,918,-14,200,162,332,0.15,Instance3,918,-30,200,761,998,0.04
Object800_4,Instance1,383,-33,30,884,935,0.29,Instance2,383,-27,30,823,384,0.3,Instance3,383,-40,30,478,497,0.41
Object801_4,Instance1,452,-24,120,702,354,0.08,Instance2,452,-6,120,989,830,0.73,Instance3,452,-29,120,651,606,0.19
Object802_4,Instance1,11,-48,100,328,547,0.34,Instance2,11,-38,100,886,752,0.13,Instance3,11,-33,100,822,997,0.52
Object803_4,Instance1,914,-3,110,611,488,0.49,Instance2,914,-45,110,27,621,0.2,Instance3,914,-1,110,17,909,0.31
Object804_4,Instance1,743,-33,10,749,308,0.48,Instance2,743,-47,10,85,400,0.06,Instance3,743,-20,10,406,943,0.45
Object805_4,Instance1,863,-5,130,980,457,0.15,Instance2,863,-30,130,575,975,0.23,Instance3,863,-4,130,756,507,0.62
Object806_4,Instance1,627,-11,70,253,264,0.28,Instance2,627,-40,70,993,518,0.31,Instance3,627,-20,70,397,857,0.41
Object807_4,Instance1,553,-11,80,183,25,0.99,Instance2,553,-25,80,216,86,0.0,Instance3,553,-45,80,725,201,0.01
Object808_4,Instance1,183,-31,110,487,752,0.71,Instance2,183,-43,110,351,290,0.25,Instance3,183,-7,110,476,926,0.04
Object809_4,Instance1,783,-3,170,603,874,0.64,Instance2,783,-3,170,674,729,0.02,Instance3,783,-10,170,259,508,0.33
Object810_4,Instance1,874,-47,130,943,231,0.59,Instance2,874,-13,130,297,707,0.17,Instance3,874,-15,130,432,680,0.24
Object811_4,Instance1,553,-10,40,824,69,0.12,Instance2,553,-25,40,829,485,0.04,Instance3,553,-20,40,291,732,0.84
Object812_4,Instance1,378,-27,20,704,641,0.93,Instance2,378,-38,20,925,284,0.07,Instance3,378,-37,20,422,163,0.0
Object813_4,Instance1,546,-13,20,489,791,0.52,Instance2,546,-28,20,605,109,0.05,Instance3,546,-12,20,404,467,0.43
Object814_4,Instance1,714,-23,150,931,319,0.34,Instance2,714,-40,150,552,635,0.21,Instance3,714,-13,150,882,243,0.46
Object815_4,Instance1,334,-23,50,435,116,0.53,Instance2,334,-16,50,992,82,0.47,Instance3,334,-8,50,86,403,0.0
Object816_4,Instance1,748,-49,120,431,907,0.56,Instance2,748,-12,120,533,591,0.01,Instance3,748,-15,120,508,804,0.42
Object817_4,Instance1,235,-41,130,510,966,0.06,Instance2,235,-19,130,324,870,0.09,Instance3,235,-38,130,132,49,0.86
Object818_4,Instance1,336,-39,20,484,134,0.63,Instance2,336,-1,20,761,939,0.25,Instance3,336,-7,20,309,421,0.12
Object819_4,Instance1,537,-35,70,526,615,0.92,Instance2,537,-8,70,660,248,0.03,Instance3,537,-21,70,22,674,0.05
Object820_4,Instance1,199,-28,160,919,15,0.3,Instance2,199,-37,160,894,945,0.61,Instance3,199,-33,160,36,946,0.09
Object821_4,Instance1,876,-1,40,388,867,0.6,Instance2,876,-15,40,214,565,0.3,Instance3,876,-9,40,720,783,0.1
Object822_4,Instance1,802,-10,60,365,551,0.17,Instance2,802,-12,60,528,743,0.27,Instance3,802,-23,60,278,491,0.56
Object823_4,Instance1,680,-9,10,945,33,0.76,Instance2,680,-41,10,934,807,0.0,Instance3,680,-28,10,114,303,0.24
Object824_4,Instance1,983,-43,170,639,278,0.15,Instance2,983,-16,170,447,697,0.59,Instance3,983,-3,170,54,572,0.27
Object825_4,Instance1,583,-45,150,189,690,0.99,Instance2,583,-41,150,857,61,0.0,Instance3,583,-47,150,745,518,0.01
Object826_4,Instance1,487,-40,150,608,344,0.57,Instance2,487,-50,150,769,532,0.11,Instance3,487,-33,150,820,577,0.33
Object827_4,Instance1,367,-7,200,941,145,0.96,Instance2,367,-2,200,292,187,0.01,Instance3,367,-1,200,181,916,0.03
Object828_4,Instance1,444,-18,200,508,340,0.13,Instance2,444,-35,200,135,390,0.54,Instance3,444,-46,200,248,346,0.33
Object829_4,Instance1,892,-9,70,919,6,0.59,Instance2,892,-4,70,583,44,0.05,Instance3,892,-11,70,457,521,0.36
Object830_4,Instance1,248,-3,10,396,272,0.5,Instance2,248,-22,10,33,223,0.09,Instance3,248,-29,10,298,680,0.41
Object831_4,Instance1,200,-30,60,693,635,0.73,Instance2,200,-11,60,953,65,0.03,Instance3,200,-27,60,587,58,0.24
Object832_4,Instance1,10,-10,180,162,577,0.61,Instance2,10,-47,180,567,958,0.1,Instance3,10,-23,180,279,303,0.29
Object833_4,Instance1,185,-34,90,445,894,0.85,Instance2,185,-47,90,292,158,0.13,Instance3,185,-26,90,795,51,0.02
Object834_4,Instance1,23,-10,180,104,928,0.58,Instance2,23,-27,180,835,571,0.19,Instance3,23,-7,180,951,238,0.23
